employee_id,age,gender,education,department,experience_years,salary,training_hours,projects_completed,avg_monthly_hours,satisfaction_score,last_promotion_years,absenteeism_days,peer_review_score,manager_rating,performance_score,performance_label
1773,32,Female,Master,Engineering,8,59685,84,21,164,2.1,4,0,4.1,2.9,3.73,High
1774,51,Male,PhD,Finance,27,102480,4,3,175,4.5,4,25,4.1,4.1,1.72,Low
1775,52,Female,Master,Marketing,29,94406,80,22,147,4.1,2,3,2.0,3.0,3.32,Medium
1776,45,Female,High School,Finance,23,60039,82,10,265,4.4,1,24,2.4,1.8,2.65,Medium
1777,30,Male,Master,Marketing,7,62546,3,19,253,1.6,2,6,1.0,1.5,1.21,Low
1778,24,Male,Bachelor,Engineering,2,45261,25,14,244,2.3,4,10,1.4,4.7,2.34,Low
1779,52,Female,High School,Finance,31,80175,23,18,232,2.7,5,5,1.5,1.2,2.21,Low
1780,58,Male,High School,Engineering,34,85220,38,23,228,4.4,3,26,2.2,4.6,3.81,High
1781,57,Female,Master,Marketing,35,103800,55,3,177,4.6,6,4,4.0,3.8,3.46,Medium
1782,45,Male,Master,Sales,24,81051,53,20,231,2.1,1,11,3.0,2.6,2.87,Medium
1783,52,Female,Bachelor,Finance,28,85434,37,14,258,3.7,5,28,4.2,1.7,2.28,Low
1784,27,Male,Bachelor,Engineering,5,44186,53,11,240,1.3,8,1,4.0,2.2,2.5,Low
1785,23,Male,PhD,Operations,0,62821,18,10,252,2.6,9,17,3.3,3.1,1.38,Low
1786,41,Male,Bachelor,Finance,18,68563,93,24,167,2.9,4,21,3.0,3.6,3.72,High
1787,49,Female,Bachelor,Finance,26,82120,25,14,238,4.1,3,8,4.7,3.8,3.01,Medium
1788,32,Female,Bachelor,Finance,11,59596,51,1,275,4.6,8,13,3.3,2.8,2.43,Low
1789,25,Female,Master,HR,2,56616,74,16,180,2.3,5,11,2.9,2.5,2.51,Medium
1790,36,Female,Bachelor,Engineering,16,67886,60,6,257,3.1,3,8,4.5,4.1,3.07,Medium
1791,27,Male,Master,Engineering,3,58045,66,18,162,3.6,0,0,1.3,4.7,2.87,Medium
1792,51,Female,Bachelor,Finance,30,83690,21,16,162,2.3,8,6,3.6,4.7,2.87,Medium
1793,59,Male,Bachelor,Sales,36,90689,16,19,171,4.9,9,6,1.5,3.2,2.78,Medium
1794,23,Male,Bachelor,Finance,0,43484,10,16,277,4.5,2,9,4.3,1.3,2.56,Medium
1795,36,Male,High School,HR,14,46716,38,5,220,2.2,5,1,4.2,1.3,1.64,Low
1796,32,Male,Bachelor,Marketing,9,55783,60,12,238,3.0,0,29,3.0,2.6,2.23,Low
1797,29,Male,Bachelor,HR,5,47075,90,6,202,1.9,5,27,3.6,3.9,2.2,Low
1798,47,Male,Master,Sales,27,90072,48,2,175,3.1,2,25,4.1,3.0,2.41,Low
1799,26,Male,Bachelor,Finance,4,41637,92,16,232,3.7,2,3,2.9,3.5,3.48,Medium
1800,27,Female,Master,Engineering,7,63479,60,21,185,1.3,6,28,4.6,4.4,2.81,Medium
1801,47,Male,PhD,Operations,23,103991,11,23,166,4.5,8,7,2.7,1.2,2.44,Low
1802,25,Male,Master,Finance,5,56448,12,11,215,3.4,5,21,4.6,4.7,2.8,Medium
1803,40,Female,PhD,Sales,16,92881,57,12,240,5.0,0,26,3.3,2.3,2.47,Low
1804,41,Male,Bachelor,Engineering,17,66050,10,11,148,1.1,8,13,2.7,1.2,1.13,Low
1805,54,Female,Bachelor,HR,34,94903,63,23,268,4.3,4,12,1.0,4.3,2.79,Medium
1806,41,Female,PhD,Marketing,17,94130,30,20,195,4.2,1,15,2.2,4.7,2.61,Medium
1807,33,Male,Master,Marketing,10,63341,10,19,226,1.5,2,6,4.5,4.1,2.35,Low
1808,22,Male,Master,Finance,0,50550,42,8,157,2.3,4,9,2.7,4.2,2.59,Medium
1809,47,Male,Master,HR,26,88238,35,18,181,4.5,1,10,2.7,4.5,3.25,Medium
1810,35,Male,Bachelor,Operations,11,53283,1,5,250,3.1,2,10,3.0,3.1,1.96,Low
1811,59,Male,High School,Operations,38,91059,86,12,212,2.6,7,29,2.1,3.7,2.9,Medium
1812,58,Male,Master,Sales,34,97488,60,10,204,4.6,5,5,3.0,2.1,2.51,Medium
1813,32,Male,High School,Marketing,8,44160,35,15,272,1.4,1,24,2.5,2.0,2.3,Low
1814,57,Female,Bachelor,HR,37,90967,77,5,149,2.9,1,26,4.6,3.4,2.95,Medium
1815,34,Male,Bachelor,Finance,11,57083,48,17,199,3.6,0,11,3.3,3.9,3.53,High
1816,24,Female,Bachelor,Engineering,1,37917,26,23,211,3.4,6,9,4.3,2.6,3.39,Medium
1817,54,Male,High School,Finance,32,78905,11,4,191,2.1,5,25,3.7,2.6,1.43,Low
1818,27,Female,Master,Finance,7,57276,57,12,201,3.3,5,8,1.9,4.8,2.64,Medium
1819,31,Male,Master,HR,11,62581,92,18,256,3.8,4,21,4.5,3.1,2.92,Medium
1820,26,Female,Master,Marketing,3,52425,5,8,264,3.3,2,5,1.3,4.9,1.98,Low
1821,44,Male,Bachelor,HR,24,75084,43,20,199,3.7,7,8,2.8,4.5,3.09,Medium
1822,31,Female,PhD,Engineering,8,79628,46,17,225,2.0,2,25,2.0,3.6,2.09,Low
1823,23,Male,Bachelor,HR,3,45695,22,8,234,4.3,4,24,3.2,1.0,1.74,Low
1824,34,Male,Master,Sales,10,61011,73,13,146,2.8,7,2,2.2,2.2,2.79,Medium
1825,23,Male,Bachelor,Finance,0,42902,97,23,178,4.9,2,6,3.9,2.7,3.49,Medium
1826,41,Male,Bachelor,Marketing,18,62813,75,3,146,1.1,4,2,4.7,3.6,2.89,Medium
1827,22,Male,Bachelor,Operations,1,36772,95,3,279,2.5,5,19,3.8,2.6,2.87,Medium
1828,58,Male,Master,Engineering,38,105644,25,7,153,1.7,0,29,2.4,4.3,1.59,Low
1829,30,Male,High School,Operations,10,41716,6,18,173,3.2,1,24,3.4,3.7,2.28,Low
1830,38,Male,Bachelor,Finance,15,63776,31,21,261,2.0,6,25,4.6,2.4,2.56,Medium
1831,30,Female,Bachelor,HR,6,50232,32,7,212,3.9,8,7,2.1,4.1,2.58,Medium
1832,32,Other,Bachelor,Operations,8,53828,81,22,203,4.5,9,21,1.5,2.2,3.78,High
1833,36,Male,Bachelor,Sales,12,53356,98,23,236,1.8,3,21,1.5,1.3,2.59,Medium
1834,45,Female,Bachelor,HR,25,72703,19,2,151,1.6,4,7,3.0,1.7,1.69,Low
1835,59,Female,Bachelor,Finance,38,95745,94,7,265,4.5,3,12,3.9,1.0,2.92,Medium
1836,56,Male,Bachelor,Operations,33,86096,68,2,173,2.4,2,1,3.6,4.3,2.47,Low
1837,51,Male,Bachelor,Engineering,29,85114,95,7,166,2.7,9,13,2.8,3.5,2.77,Medium
1838,52,Male,Bachelor,Operations,31,81996,51,14,157,1.9,1,4,3.9,3.3,2.95,Medium
1839,26,Female,Master,Operations,4,51062,41,15,176,2.7,2,12,3.5,3.6,2.45,Low
1840,35,Male,Bachelor,Marketing,14,57579,82,16,274,1.9,1,22,3.5,3.6,2.96,Medium
1841,32,Female,Bachelor,Operations,8,55731,0,24,207,3.7,7,27,1.8,3.3,2.09,Low
1842,30,Female,Bachelor,Finance,10,54293,62,8,219,3.0,0,12,2.3,4.4,2.47,Low
1843,55,Male,Bachelor,Engineering,33,89376,6,16,225,4.2,4,18,2.4,2.8,2.59,Medium
1844,33,Male,Bachelor,Finance,12,60850,57,21,199,2.3,0,23,4.2,4.2,3.08,Medium
1845,56,Female,Bachelor,Sales,36,93125,85,7,187,3.0,4,2,4.1,4.1,2.96,Medium
1846,56,Male,Bachelor,HR,34,88713,49,11,239,2.0,2,13,2.0,1.8,1.78,Low
1847,22,Male,High School,Operations,0,30328,33,24,223,4.7,8,3,1.2,2.8,2.97,Medium
1848,43,Male,Master,Marketing,22,87272,50,4,234,3.1,0,25,4.1,4.3,2.44,Low
1849,50,Other,Master,Engineering,27,93387,9,18,191,1.7,9,9,2.6,4.3,2.13,Low
1850,29,Male,Master,Marketing,5,55879,25,23,216,2.1,0,5,1.9,1.1,1.97,Low
1851,32,Female,Bachelor,Marketing,9,50098,31,13,223,1.3,7,5,1.5,1.9,1.95,Low
1852,58,Male,Master,Marketing,35,105133,41,17,193,1.1,2,1,1.1,2.7,2.15,Low
1853,35,Male,PhD,Operations,14,90820,90,12,178,3.1,6,1,2.7,1.2,2.73,Medium
1854,51,Female,Master,Engineering,27,88678,61,18,162,2.3,9,18,2.4,2.0,2.49,Low
1855,56,Female,Bachelor,Engineering,33,92544,11,10,187,4.9,4,2,3.8,2.0,2.13,Low
1856,42,Male,Bachelor,Marketing,22,73113,39,7,252,1.7,1,19,4.9,1.9,1.95,Low
1857,58,Male,Bachelor,HR,36,92372,86,12,259,4.2,6,3,1.8,2.6,2.82,Medium
1858,26,Male,Bachelor,Operations,3,46263,77,12,266,2.3,6,3,2.0,4.3,2.88,Medium
1859,40,Female,Bachelor,Operations,16,60069,33,13,180,1.9,2,25,2.3,2.0,1.72,Low
1860,35,Male,Master,Finance,12,65776,80,1,186,4.9,5,25,2.9,3.3,2.67,Medium
1861,47,Female,Master,Operations,25,83692,69,7,211,4.2,4,10,3.8,3.2,2.99,Medium
1862,25,Female,Bachelor,Marketing,1,37313,26,16,196,3.5,0,2,2.4,4.3,2.74,Medium
1863,46,Male,High School,Sales,25,63652,7,16,201,3.8,0,16,1.4,2.6,2.28,Low
1864,46,Female,Bachelor,Marketing,22,73832,96,21,225,5.0,1,8,3.9,1.9,4.08,High
1865,39,Other,High School,Engineering,18,53883,98,16,196,3.4,6,13,4.2,4.6,4.04,High
1866,29,Male,Bachelor,Operations,5,42767,46,16,211,1.4,2,1,2.0,4.3,2.33,Low
1867,35,Female,Bachelor,Operations,13,58171,80,14,263,1.3,8,13,1.5,3.5,2.55,Medium
1868,53,Female,Bachelor,Finance,31,84312,25,11,156,3.7,2,2,3.1,1.4,2.67,Medium
1869,59,Female,PhD,Sales,35,119062,56,19,219,3.6,9,1,1.8,1.1,2.58,Medium
1870,54,Female,Bachelor,Operations,31,88513,6,11,178,4.0,3,21,2.5,1.7,1.81,Low
1871,44,Male,Bachelor,Finance,22,73177,87,2,156,1.4,7,21,4.1,1.8,2.2,Low
1872,36,Female,Bachelor,Finance,15,61585,88,7,174,4.8,3,28,1.9,1.5,2.59,Medium
1873,54,Female,Bachelor,Sales,33,84883,98,9,172,3.2,6,0,4.2,2.0,3.54,High
1874,46,Male,Bachelor,Marketing,26,76850,25,9,250,3.6,4,3,3.7,2.4,2.15,Low
1875,38,Male,Bachelor,Marketing,17,67221,58,14,274,1.1,5,9,1.9,4.0,2.64,Medium
1876,54,Male,Bachelor,Marketing,34,93083,68,10,213,4.8,7,14,3.1,3.8,3.36,Medium
1877,23,Female,Bachelor,HR,0,36049,46,16,237,3.3,3,20,3.5,1.4,2.43,Low
1878,35,Female,Master,Marketing,11,63333,34,24,157,3.3,5,11,1.8,4.9,2.84,Medium
1879,27,Male,High School,Sales,3,38489,29,18,162,4.8,9,5,1.6,4.0,2.83,Medium
1880,27,Male,Bachelor,HR,4,45467,49,1,170,4.7,1,20,3.1,1.7,2.49,Low
1881,24,Male,Bachelor,Marketing,1,39475,88,24,153,1.9,8,2,3.8,1.5,3.54,High
1882,28,Male,Master,HR,8,62155,23,2,162,4.7,8,2,2.9,1.4,2.18,Low
1883,29,Female,Bachelor,Sales,8,54698,29,20,141,3.9,9,18,1.3,3.9,2.55,Medium
1884,36,Male,Bachelor,Marketing,15,65500,83,4,212,1.1,9,21,4.7,1.9,2.25,Low
1885,50,Female,Master,Engineering,26,85290,53,2,198,2.0,5,19,3.8,1.3,1.94,Low
1886,54,Female,Bachelor,Operations,32,90961,66,4,172,2.7,5,3,3.5,2.7,2.36,Low
1887,51,Female,Bachelor,Sales,28,84599,31,23,279,3.3,9,18,3.6,3.8,3.18,Medium
1888,48,Male,High School,Finance,25,69686,7,6,222,3.8,6,13,2.6,2.2,1.74,Low
1889,57,Other,Master,Finance,33,102006,49,22,174,1.8,3,3,4.9,2.9,3.3,Medium
1890,50,Male,Master,Sales,27,87687,46,4,180,4.3,6,7,1.5,1.8,1.61,Low
1891,59,Female,PhD,Finance,35,120758,86,18,249,4.4,9,18,4.0,2.7,3.35,Medium
1892,54,Male,Master,Sales,34,105584,45,5,178,3.5,0,25,2.7,2.4,1.92,Low
1893,58,Male,Master,Engineering,37,108291,79,11,255,4.7,6,18,4.5,2.7,3.42,Medium
1894,48,Male,Bachelor,Sales,26,80770,34,13,211,4.3,0,21,3.9,2.9,2.54,Medium
1895,54,Male,Master,Marketing,33,104393,60,3,228,1.9,7,0,3.2,1.4,2.59,Medium
1896,25,Female,Bachelor,Marketing,4,49770,88,19,195,4.2,9,25,4.8,1.4,3.06,Medium
1897,43,Male,Bachelor,HR,23,77434,78,20,238,4.8,5,21,4.6,2.0,3.86,High
1898,23,Female,Bachelor,Finance,0,36605,50,11,185,1.6,0,14,1.2,1.5,2.04,Low
1899,31,Male,Bachelor,Operations,9,56487,62,11,239,4.9,0,10,1.8,2.0,2.83,Medium
1900,26,Other,Master,Finance,3,56665,7,21,252,1.1,3,8,3.7,1.1,1.71,Low
1901,31,Male,Bachelor,Sales,10,56054,33,2,250,3.1,6,2,4.7,2.4,2.16,Low
1902,54,Male,Bachelor,Operations,30,84505,24,22,213,4.1,4,17,2.7,1.9,2.79,Medium
1903,59,Male,Bachelor,Operations,38,99247,43,15,208,4.2,4,18,1.2,4.6,2.22,Low
1904,34,Female,Master,Finance,11,67307,82,22,170,3.9,7,15,3.6,4.4,3.57,High
1905,52,Female,Master,Operations,31,97756,42,8,264,3.1,1,15,1.8,2.2,1.78,Low
1906,57,Male,Bachelor,Operations,33,92551,49,2,163,3.6,3,27,3.2,2.9,2.27,Low
1907,45,Male,Bachelor,Marketing,25,76784,12,8,171,3.8,3,2,2.5,4.8,2.64,Medium
1908,36,Male,Bachelor,Engineering,13,56654,45,24,252,3.0,7,17,3.2,3.1,3.52,High
1909,50,Female,High School,Sales,29,76242,75,20,155,3.4,5,12,4.7,4.4,3.12,Medium
1910,29,Male,Bachelor,Finance,6,46804,78,23,247,4.4,9,26,2.9,4.3,3.33,Medium
1911,26,Female,Master,Marketing,6,56220,86,15,163,2.3,8,19,1.1,4.8,2.76,Medium
1912,50,Female,Bachelor,HR,29,87690,52,16,173,3.1,9,7,3.3,2.2,2.84,Medium
1913,25,Female,Bachelor,Operations,4,41721,62,13,267,1.0,8,6,2.3,1.2,2.2,Low
1914,33,Male,High School,Operations,10,49406,1,23,191,3.7,3,25,4.1,1.4,1.94,Low
1915,23,Male,Bachelor,Finance,0,44885,39,17,187,1.8,9,24,2.9,3.3,2.37,Low
1916,48,Other,High School,Engineering,24,67974,22,14,226,2.9,6,23,4.0,3.1,1.52,Low
1917,52,Male,Bachelor,Engineering,32,88803,58,14,258,1.8,2,28,4.6,2.2,2.52,Medium
1918,57,Male,Bachelor,Finance,33,87894,68,1,177,1.1,5,22,2.4,2.0,1.58,Low
1919,57,Female,Master,Finance,36,103025,33,24,269,2.9,0,21,5.0,3.8,3.07,Medium
1920,47,Male,Bachelor,Marketing,24,79128,73,1,208,2.7,4,18,1.6,2.4,1.82,Low
1921,48,Male,Bachelor,Finance,27,80656,26,3,221,2.7,5,25,3.6,3.4,1.8,Low
1922,26,Male,Bachelor,HR,5,47312,54,22,257,1.8,4,19,1.1,3.8,2.59,Medium
1923,41,Male,Master,Marketing,19,82150,3,24,192,4.8,6,23,1.9,2.7,2.95,Medium
1924,32,Male,High School,Operations,10,49893,67,15,189,1.0,3,11,3.5,1.8,1.96,Low
1925,31,Male,Bachelor,Operations,10,58818,71,5,213,4.6,4,17,1.2,4.4,2.62,Medium
1926,59,Male,Master,Operations,36,101456,69,5,245,3.9,3,14,1.4,1.4,2.31,Low
1927,27,Female,Bachelor,Operations,6,44206,88,4,189,1.7,8,11,2.2,4.3,2.47,Low
1928,29,Female,Bachelor,Sales,7,46856,26,14,155,2.9,1,5,3.3,4.3,2.6,Medium
1929,44,Female,Master,HR,21,83961,46,20,226,5.0,0,28,1.1,3.3,2.63,Medium
1930,47,Male,Bachelor,Marketing,26,81156,39,7,233,3.6,3,16,2.9,3.5,2.56,Medium
1931,33,Female,Master,Marketing,13,72651,83,22,209,1.5,5,22,3.5,2.4,2.27,Low
1932,47,Female,Bachelor,Operations,27,82022,26,24,239,2.8,9,3,2.6,4.4,2.57,Medium
1933,34,Female,Bachelor,Engineering,13,57173,6,15,167,2.9,7,11,1.3,2.1,2.26,Low
1934,39,Female,Master,Marketing,16,70049,22,11,225,4.2,3,16,3.4,3.2,2.04,Low
1935,46,Male,Master,HR,25,89323,83,14,257,4.7,0,20,3.4,1.0,2.77,Medium
1936,54,Female,PhD,Finance,33,112091,63,6,150,1.3,8,4,3.0,4.8,2.19,Low
1937,33,Female,Bachelor,HR,11,58376,97,10,268,2.3,2,28,3.8,4.8,2.97,Medium
1938,57,Female,Bachelor,Operations,37,94504,28,7,208,2.2,5,5,1.8,3.8,1.86,Low
1939,25,Male,Bachelor,Operations,3,45473,60,10,244,5.0,9,14,3.7,2.7,3.32,Medium
1940,26,Male,High School,Sales,4,39282,43,14,175,3.2,7,27,1.6,1.7,2.15,Low
1941,58,Male,Bachelor,Marketing,37,99167,68,5,205,4.5,4,7,2.6,3.0,2.66,Medium
1942,29,Female,Bachelor,Marketing,7,53556,26,22,273,2.7,6,19,1.3,4.2,2.94,Medium
1943,49,Female,Bachelor,Marketing,29,80546,11,1,264,3.9,9,15,4.3,3.4,1.86,Low
1944,52,Male,Bachelor,Operations,30,85307,16,19,215,2.1,8,12,3.2,3.1,2.24,Low
1945,30,Male,Bachelor,Marketing,10,57736,36,8,177,4.6,0,27,4.9,4.4,2.9,Medium
1946,50,Female,PhD,Engineering,28,105690,33,19,145,2.8,7,22,4.8,2.3,2.87,Medium
1947,35,Male,Master,Engineering,15,70766,93,17,265,4.2,1,26,5.0,4.4,3.53,High
1948,43,Male,High School,Finance,21,61129,35,19,231,2.0,0,14,1.4,2.8,1.8,Low
1949,32,Male,Master,Marketing,10,62745,5,16,167,3.8,3,19,3.4,1.0,2.25,Low
1950,44,Male,Bachelor,Sales,21,73523,95,4,228,2.6,5,29,2.6,3.9,3.14,Medium
1951,22,Male,Master,Finance,2,56276,31,8,144,1.1,7,12,3.1,4.5,1.86,Low
1952,58,Female,Bachelor,Operations,38,94639,72,4,250,2.7,0,14,2.2,2.9,1.87,Low
1953,42,Male,Bachelor,Marketing,22,72936,21,13,247,3.2,0,1,1.2,2.8,1.66,Low
1954,47,Male,Master,Engineering,23,79576,9,7,184,1.6,9,23,3.8,4.2,2.03,Low
1955,57,Female,Bachelor,Sales,35,93973,28,1,251,1.7,1,20,4.9,4.5,1.47,Low
1956,44,Female,Master,Finance,24,84504,10,9,141,2.9,8,25,3.1,4.9,2.08,Low
1957,22,Male,Master,Sales,0,47424,91,4,229,2.4,3,19,2.3,2.4,2.27,Low
1958,36,Female,PhD,Marketing,13,85984,65,14,254,2.8,6,27,4.8,3.4,2.73,Medium
1959,42,Female,Bachelor,HR,22,73296,55,9,202,2.8,2,29,2.5,4.3,2.13,Low
1960,30,Female,Bachelor,Sales,10,56567,84,3,231,1.6,0,17,4.7,3.1,2.73,Medium
1961,30,Female,Bachelor,Sales,6,50086,94,15,209,1.7,0,6,4.4,2.8,3.38,Medium
1962,31,Female,PhD,Operations,9,75721,57,5,143,4.4,8,20,3.1,3.3,2.94,Medium
1963,47,Male,Bachelor,Engineering,24,71405,51,1,196,1.7,3,8,3.7,2.4,2.01,Low
1964,56,Female,Bachelor,Marketing,36,91129,60,11,186,3.7,2,6,3.8,1.8,2.72,Medium
1965,46,Female,Bachelor,Sales,24,77834,16,19,247,2.7,4,8,3.6,1.3,2.22,Low
1966,47,Male,Bachelor,Marketing,24,71397,90,5,234,4.9,0,28,1.6,3.4,3.12,Medium
1967,32,Male,Bachelor,Engineering,11,61492,29,22,183,1.3,2,11,3.8,2.5,1.84,Low
1968,59,Female,Bachelor,Operations,38,95473,71,24,176,4.3,3,9,1.0,4.5,3.59,High
1969,23,Female,Master,Marketing,0,49989,36,17,202,3.0,5,9,3.8,1.9,2.34,Low
1970,28,Male,High School,Engineering,4,34926,4,19,151,1.0,8,12,3.2,2.2,1.83,Low
1971,39,Male,Master,Engineering,16,70944,25,17,156,2.1,2,4,2.0,4.9,2.1,Low
1972,48,Female,Master,Finance,25,91129,69,5,173,2.6,3,26,4.2,3.2,2.73,Medium
1973,55,Male,Bachelor,Operations,31,86891,79,24,271,2.3,4,21,2.6,2.4,3.16,Medium
1974,48,Female,Bachelor,Operations,24,76399,0,20,237,2.4,7,7,2.9,4.4,2.11,Low
1975,38,Male,Bachelor,Marketing,16,59222,8,9,185,4.7,8,9,1.1,4.0,1.95,Low
1976,45,Male,Bachelor,HR,23,71110,84,22,153,2.4,2,5,2.6,3.3,3.09,Medium
1977,46,Female,Master,Finance,22,85830,70,6,152,2.7,2,10,1.7,4.6,2.53,Medium
1978,28,Male,Bachelor,Operations,7,50104,63,21,188,4.0,6,3,2.1,1.4,3.54,High
1979,27,Male,Bachelor,Engineering,6,48000,78,13,206,4.2,8,1,2.0,2.6,2.47,Low
1980,45,Male,High School,Operations,22,60664,23,21,160,1.3,0,5,1.2,4.2,2.25,Low
1981,54,Male,Master,HR,34,97065,4,11,190,3.8,0,12,2.8,2.5,2.07,Low
1982,50,Female,Bachelor,Sales,27,80864,50,23,177,2.9,1,28,3.1,4.7,2.9,Medium
1983,43,Female,Bachelor,Sales,20,74468,37,24,258,1.5,5,11,3.3,1.6,1.86,Low
1984,47,Male,Bachelor,Operations,27,80893,28,23,165,2.1,2,13,2.8,2.3,2.29,Low
1985,49,Male,PhD,Operations,25,104602,45,1,145,1.2,7,29,4.5,2.7,1.32,Low
1986,42,Male,Bachelor,Finance,21,74001,51,17,157,2.4,4,24,1.2,3.7,2.5,Low
1987,28,Female,Bachelor,Operations,5,43103,45,6,253,2.0,2,7,3.5,1.8,1.52,Low
1988,38,Male,Bachelor,HR,18,67130,74,3,273,2.5,7,2,4.5,1.0,2.34,Low
1989,41,Female,Master,Operations,19,79795,67,16,196,3.3,7,4,1.2,4.9,2.79,Medium
1990,41,Female,Bachelor,Marketing,18,70380,58,13,164,3.9,1,21,3.0,4.6,3.33,Medium
1991,43,Female,Master,HR,22,85103,9,12,187,3.4,4,6,3.4,2.2,2.53,Medium
1992,49,Female,Bachelor,Finance,25,81367,97,11,163,3.7,2,17,1.8,2.9,2.85,Medium
1993,28,Female,Bachelor,Marketing,5,43137,3,23,226,4.5,6,5,2.0,3.0,2.25,Low
1994,22,Female,Master,Marketing,0,46844,51,2,184,4.5,1,17,4.1,4.5,3.27,Medium
1995,53,Female,Master,Sales,33,94546,73,19,182,4.4,8,7,3.3,3.4,3.46,Medium
1996,34,Male,Master,HR,12,63819,96,8,211,1.6,1,6,2.3,4.3,2.87,Medium
1997,51,Female,Master,Marketing,29,92307,17,13,209,2.0,1,1,4.1,4.6,2.39,Low
1998,44,Male,Bachelor,Finance,20,68022,75,14,172,3.0,5,3,4.0,3.3,3.11,Medium
1999,40,Female,Master,Sales,19,74580,50,15,236,2.4,2,22,2.4,2.1,2.05,Low
2000,53,Female,Bachelor,Marketing,29,81646,22,17,184,1.5,2,8,3.0,3.0,1.52,Low
2001,51,Female,Master,HR,28,88277,24,15,146,2.2,9,15,3.7,4.4,2.96,Medium
2002,50,Female,Bachelor,Sales,27,82241,59,21,245,4.9,1,18,2.4,3.3,3.32,Medium
2003,50,Male,Bachelor,HR,28,79217,36,10,209,2.4,4,9,3.5,4.6,2.45,Low
2004,51,Female,Bachelor,HR,30,85265,67,1,184,2.7,4,25,2.0,4.6,2.48,Low
2005,37,Male,Bachelor,HR,17,63386,76,12,176,1.0,6,7,2.2,2.5,2.11,Low
2006,40,Male,Bachelor,Sales,19,69134,17,9,278,3.9,7,28,2.2,2.8,1.98,Low
2007,39,Male,Bachelor,Marketing,16,67987,28,23,147,2.7,7,15,4.7,3.7,2.71,Medium
2008,22,Male,High School,Operations,2,31328,29,5,272,1.4,2,24,4.3,1.4,1.39,Low
2009,35,Female,Bachelor,Engineering,14,63293,91,22,147,4.9,5,28,3.3,2.9,3.87,High
2010,23,Female,High School,Marketing,2,31006,6,15,144,4.1,4,7,3.3,1.6,2.25,Low
2011,49,Female,Bachelor,Sales,29,85458,87,3,149,3.9,3,19,1.2,4.4,2.57,Medium
2012,51,Male,High School,Engineering,28,74972,40,19,154,4.8,9,3,3.6,4.8,3.67,High
2013,59,Female,Bachelor,Engineering,38,96143,73,7,195,2.6,5,26,2.3,1.6,1.85,Low
2014,25,Female,Master,Engineering,5,58017,36,7,253,3.9,3,22,3.4,3.7,2.12,Low
2015,22,Female,Master,Operations,0,46218,26,7,194,1.8,7,19,4.4,3.5,1.86,Low
2016,29,Female,High School,Finance,9,46518,20,2,270,3.8,8,26,1.2,4.0,1.58,Low
2017,50,Female,Bachelor,Sales,30,89952,99,2,180,1.1,0,12,3.4,3.8,2.42,Low
2018,24,Male,Master,Operations,3,58416,42,12,277,1.5,0,25,3.3,1.9,1.75,Low
2019,53,Female,Bachelor,Operations,30,81344,50,5,274,2.7,3,9,1.8,2.2,2.16,Low
2020,31,Female,Master,Finance,10,60137,92,4,254,1.0,5,22,3.6,1.7,2.57,Medium
2021,31,Female,Bachelor,Engineering,7,49950,70,7,202,2.8,7,24,3.2,4.7,2.66,Medium
2022,40,Male,Bachelor,Finance,16,63906,12,16,227,3.1,0,27,4.1,3.1,2.44,Low
2023,55,Female,Bachelor,Finance,32,85759,52,3,173,3.5,2,8,1.4,4.9,2.13,Low
2024,54,Male,High School,Operations,34,76058,86,21,261,1.4,3,24,2.8,2.8,2.81,Medium
2025,44,Female,Bachelor,Sales,23,70270,62,2,239,1.7,9,25,5.0,3.2,2.36,Low
2026,49,Female,Bachelor,HR,28,77388,56,17,246,3.5,1,11,3.8,4.2,2.94,Medium
2027,53,Male,Bachelor,Finance,30,83422,24,9,201,3.6,8,25,3.7,4.2,2.58,Medium
2028,28,Male,Bachelor,Finance,5,49512,12,20,277,1.1,2,14,2.3,1.9,1.47,Low
2029,50,Female,Master,Engineering,26,88852,36,8,239,3.2,3,21,1.4,2.2,2.08,Low
2030,29,Female,Master,Engineering,7,56095,29,12,193,4.1,3,0,4.8,1.4,2.85,Medium
2031,22,Female,Bachelor,Operations,0,43627,89,7,177,1.3,0,11,1.4,4.2,2.74,Medium
2032,24,Male,Bachelor,Engineering,2,47665,11,14,253,2.7,4,23,5.0,4.2,2.73,Medium
2033,45,Female,Bachelor,Marketing,22,69982,64,16,164,2.3,4,29,1.5,1.3,2.66,Medium
2034,44,Male,Bachelor,Finance,24,79965,17,1,204,4.7,1,13,1.7,2.0,1.79,Low
2035,29,Female,Bachelor,Engineering,9,56709,84,10,239,1.7,0,21,2.2,2.8,1.93,Low
2036,58,Male,Bachelor,Sales,34,90330,61,11,156,2.3,4,22,3.0,3.2,2.45,Low
2037,24,Female,Bachelor,Marketing,0,40429,23,7,168,4.6,4,1,4.2,3.1,2.44,Low
2038,54,Male,Bachelor,Operations,32,84692,59,18,144,2.3,6,2,4.9,4.9,2.96,Medium
2039,49,Other,PhD,HR,26,101770,16,19,150,3.1,9,5,2.4,4.1,2.9,Medium
2040,29,Female,Master,Finance,8,61376,59,14,220,1.1,9,18,1.1,1.5,1.67,Low
2041,55,Female,Bachelor,Finance,31,86426,8,17,172,4.9,1,20,3.5,2.2,2.0,Low
2042,56,Male,Bachelor,Sales,35,90767,51,23,188,4.3,7,12,3.8,2.4,3.05,Medium
